May 21 01:24:02.912 VTTY: Console port: waiting connection on tcp port 5003 for protocol IPv6 (FD 11)
May 21 01:24:02.912 VTTY: Console port: waiting connection on tcp port 5003 for protocol IPv4 (FD 12)
May 21 01:24:02.917 slot0: C/H/S settings = 0/4/32
May 21 01:24:02.918 slot1: C/H/S settings = 0/4/32
May 21 01:24:03.160 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x602701e4,JIT on)
May 21 01:24:03.160 CPU0: CPU_STATE: Starting CPU (old state=2)...
May 21 01:24:03.313 ROM: Microcode has started.
May 21 01:24:03.319 ROM: trying to read bootvar 'WARM_REBOOT'
May 21 01:24:03.323 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80c01d08 (size=1)
May 21 01:24:03.323 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80c01d1c (size=1)
May 21 01:24:03.447 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x60270924 (size=2)
May 21 01:24:03.448 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60278658 (size=2)
May 21 01:24:03.448 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60278668 (size=2)
May 21 01:24:03.449 ROM: unhandled syscall 0x00000047 at pc=0x60c034b4 (a1=0x80007df4,a2=0x639849a4,a3=0x0000011c)
May 21 01:24:04.357 ROM: trying to read bootvar 'RANDOM_NUM'
May 21 01:24:04.398 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60285f8c (size=2)
May 21 01:24:04.410 CPU0: PCI: read request for device 'ti2050b' at pc=0x60288e88: bus=0,device=3,function=0,reg=0x00
May 21 01:24:04.410 CPU0: PCI: read request for device 'ti2050b' at pc=0x60288e8c: bus=0,device=3,function=0,reg=0x00
May 21 01:24:04.410 CPU0: PCI: read request for device 'ti2050b' at pc=0x60288e88: bus=0,device=3,function=0,reg=0x40
May 21 01:24:04.410 CPU0: PCI: read request for device 'ti2050b' at pc=0x60288e8c: bus=0,device=3,function=0,reg=0x40
May 21 01:24:04.410 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x04
May 21 01:24:04.411 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x04
May 21 01:24:04.411 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x0c
May 21 01:24:04.411 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x0c
May 21 01:24:04.411 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x18
May 21 01:24:04.411 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
May 21 01:24:04.412 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x18
May 21 01:24:04.415 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
May 21 01:24:04.418 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x1c
May 21 01:24:04.418 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x1c
May 21 01:24:04.418 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x20
May 21 01:24:04.418 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x20
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x24
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x24
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x30
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x30
May 21 01:24:04.418 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x3c
May 21 01:24:04.418 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x3c
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x40
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x40
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x64
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x64
May 21 01:24:04.418 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x68
May 21 01:24:04.419 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x68
May 21 01:24:04.419 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0x04
May 21 01:24:04.419 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0x04
May 21 01:24:04.419 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60288d54: bus=0,device=3,function=0,reg=0xf0
May 21 01:24:04.419 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60288d60: bus=0,device=3,function=0,reg=0xf0
May 21 01:24:04.419 CPU0: PCI: read request for device 'ti2050b' at pc=0x60288e88: bus=0,device=4,function=0,reg=0x00
May 21 01:24:04.419 CPU0: PCI: read request for device 'ti2050b' at pc=0x60288e8c: bus=0,device=4,function=0,reg=0x00
May 21 01:24:04.419 CPU0: PCI: read request for device 'ti2050b' at pc=0x60288e88: bus=0,device=4,function=0,reg=0x40
May 21 01:24:04.419 CPU0: PCI: read request for device 'ti2050b' at pc=0x60288e8c: bus=0,device=4,function=0,reg=0x40
May 21 01:24:04.419 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x04
May 21 01:24:04.419 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x04
May 21 01:24:04.419 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x0c
May 21 01:24:04.420 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x0c
May 21 01:24:04.420 CPU0: PCI: write request (data=0x00100d00) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x18
May 21 01:24:04.420 PCI: PCI bridge 0,4,0 -> pri: 00, sec: 13, sub: 16
May 21 01:24:04.420 CPU0: PCI: write request (data=0x00100d00) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x18
May 21 01:24:04.420 PCI: PCI bridge 0,4,0 -> pri: 00, sec: 13, sub: 16
May 21 01:24:04.420 CPU0: PCI: write request (data=0x0280bfa0) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x1c
May 21 01:24:04.420 CPU0: PCI: write request (data=0x0280bfa0) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x1c
May 21 01:24:04.420 CPU0: PCI: write request (data=0x4ef04e80) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x20
May 21 01:24:04.420 CPU0: PCI: write request (data=0x4ef04e80) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x20
May 21 01:24:04.420 CPU0: PCI: write request (data=0x00014e81) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x24
May 21 01:24:04.420 CPU0: PCI: write request (data=0x00014e81) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x24
May 21 01:24:04.420 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x30
May 21 01:24:04.420 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x30
May 21 01:24:04.420 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x3c
May 21 01:24:04.420 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x3c
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x40
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x40
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x64
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x64
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x68
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x68
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0x04
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0x04
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60288d54: bus=0,device=4,function=0,reg=0xf0
May 21 01:24:04.421 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60288d60: bus=0,device=4,function=0,reg=0xf0
May 21 01:24:04.421 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60288d74: bus=0,device=0,function=0,reg=0x20
May 21 01:24:04.421 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60288d78: bus=0,device=0,function=0,reg=0x20
May 21 01:24:04.421 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60288d74: bus=0,device=0,function=0,reg=0xa0
May 21 01:24:04.421 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60288d78: bus=0,device=0,function=0,reg=0xa0
May 21 01:24:04.421 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x60278970 (size=2)
May 21 01:24:06.963 ROM: unhandled syscall 0x0000003e at pc=0x60c034b4 (a1=0x80007de4,a2=0x63984980,a3=0x000000f8)
